time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.zHead;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z)
18.633;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.640;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.648;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.655;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.662;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.671;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.681;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.688;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.695;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.702;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.709;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.716;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.724;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.731;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.738;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.745;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.752;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.759;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.766;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.774;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.782;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.789;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.796;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.803;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.811;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.819;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.827;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.834;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.841;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.848;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.856;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.863;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.870;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.877;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.885;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.894;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.901;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.908;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.914;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.923;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.930;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.937;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
18.944;0;-0.140;0.978;1.101;1;-0.139;1.015;1.102;2;-0.281;1.132;1.042;3;-0.095;1.319;0.979;4;-0.281;1.132;1.042;5;-0.338;0.969;0.981;6;-0.291;0.810;0.945;7;-0.276;0.758;0.934;8;0.023;1.143;1.095;9;0.125;1.143;1.095;10;0.129;0.842;1.046;10;0.129;0.842;1.046;12;-0.216;0.913;1.107;13;-0.245;0.668;1.205;14;-0.454;0.879;1.138;15;-0.257;0.727;0.948;16;-0.075;0.906;1.128;17;0.186;0.877;1.070;18;-0.014;0.807;1.213;19;-0.031;0.779;1.164
